sample_id,phonogram
DR4_RSP0_SX196,"[[13.23744    13.304512   13.386748   ... 10.927294   10.927363
  10.927401  ]
 [-2.4908917  -2.5315943  -2.543827   ... -1.0143936  -1.0143913
  -1.0143883 ]
 [-0.27757207 -0.23697546 -0.23614651 ...  0.07900497  0.07905853
   0.07908073]
 ...
 [ 0.17615888  0.03796095 -0.08993277 ... -1.9451289  -1.9452169
  -1.9452246 ]
 [-1.295831   -1.3455883  -1.2871939  ... -1.5870814  -1.5871269
  -1.5871239 ]
 [-5.3848023  -5.3389974  -5.372223   ... -4.2333984  -4.233351
  -4.23335   ]]"
DR4_RSP0_SX259,"[[12.397873   12.527105   12.581735   ... 10.706174   10.706213
  10.706368  ]
 [-2.507553   -2.4666948  -2.4514308  ... -1.8694314  -1.8694508
  -1.8695564 ]
 [-0.6082227  -0.62572396 -0.62187797 ...  0.4086821   0.40870267
   0.4088047 ]
 ...
 [ 0.830115    0.60075164  0.3170822  ... -3.1036363  -3.1036067
  -3.1035266 ]
 [-0.45248598 -0.5235503  -0.51881087 ... -1.6871064  -1.6871183
  -1.6871319 ]
 [-6.0176477  -5.9406443  -5.8755026  ... -4.0698175  -4.06983
  -4.0699224 ]]"
DR4_RSP0_SX439,"[[12.384516   12.501402   12.511311   ... 10.912459    9.972507
   9.972477  ]
 [-1.9785938  -1.9295549  -2.052864   ...  0.22673163 -0.312574
  -0.31254637]
 [-0.7367544  -0.6930392  -0.7061482  ... -1.024049   -0.0893085
  -0.08931577]
 ...
 [-1.4125795  -1.4569377  -1.4320185  ... -1.4125502  -2.6723576
  -2.6723652 ]
 [-2.3967104  -2.4381096  -2.3521643  ...  0.7109153  -2.2449937
  -2.245006  ]
 [-4.3924856  -4.3721457  -4.3782063  ... -5.3825197  -4.0501738
  -4.0501485 ]]"
DR4_RSP0_SX79,"[[10.848248   10.652178   10.107063   ... 10.324392   10.32428
  10.324354  ]
 [-2.351766   -2.3584511  -2.287734   ... -0.8096026  -0.8096831
  -0.80970883]
 [-0.22447795 -0.4476603  -0.86477333 ...  0.3211276   0.32110503
   0.3211028 ]
 ...
 [-0.55402297 -0.7316559  -0.7772507  ... -2.13375    -2.1338277
  -2.1338148 ]
 [-1.2940667  -1.023354   -0.60983396 ... -1.8246865  -1.8247169
  -1.824716  ]
 [-4.3464193  -4.390148   -4.482105   ... -4.4548864  -4.454816
  -4.454854  ]]"
DR4_SFH0_SA1,"[[12.332081   10.452828   12.460313   ... 10.438543   10.438601
  10.4384165 ]
 [-2.4488654  -0.3405297  -2.5016773  ... -0.3364301  -0.33640867
  -0.336452  ]
 [ 0.7593889   0.35220855  0.7703359  ...  0.3454779   0.34546638
   0.34544742]
 ...
 [-0.02229033 -1.400751   -0.39265797 ... -1.4013727  -1.4013197
  -1.4014077 ]
 [-0.19757676 -2.7754803  -0.08705868 ... -2.7788382  -2.7788384
  -2.7788706 ]
 [-4.446202   -4.036945   -4.4268327  ... -4.0323086  -4.0323224
  -4.0322638 ]]"
DR4_SFH0_SA2,"[[13.225912   13.370832   10.067636   ... 10.067501   10.067412
  10.06812   ]
 [-2.5338826  -2.5315285  -1.2595562  ... -1.2594553  -1.2594641
  -1.2594965 ]
 [-0.5502195  -0.5673873   0.41468453 ...  0.41484454  0.4147363
   0.41500536]
 ...
 [ 1.3226815   0.9422507  -2.9511802  ... -2.951177   -2.951305
  -2.9505363 ]
 [-0.59410435 -0.6343068  -2.4733872  ... -2.4734654  -2.4734905
  -2.4732378 ]
 [-5.576594   -5.502761   -4.414119   ... -4.4140244  -4.413943
  -4.414471  ]]"
DR4_SFH0_SI1216,"[[12.123442   12.25025    12.098795   ... 10.078884   10.078772
  10.078758  ]
 [-2.2370458  -2.3640077  -2.3634593  ... -1.2056237  -1.2055975
  -1.2055577 ]
 [ 0.56525904  0.28020626  0.02658948 ...  0.18913476  0.18902059
   0.18904947]
 ...
 [-0.1763852  -0.25387204 -0.24324942 ... -2.6527848  -2.6526997
  -2.6526995 ]
 [ 0.29461128  0.31932625  0.44593385 ... -0.8772785  -0.87723196
  -0.87726176]
 [-5.542758   -5.5701084  -5.625617   ... -3.969214   -3.969204
  -3.9691734 ]]"
DR4_SFH0_SI1738,"[[ 9.9437933e+00  1.3577946e+01  9.8682795e+00 ...  9.8679867e+00
   9.8679724e+00  9.8679724e+00]
 [-1.7900839e-02 -2.0681705e+00  1.0492295e-02 ...  1.0553777e-02
   1.0558158e-02  1.0557756e-02]
 [ 1.0725960e-02  1.4948019e-01 -2.1308824e-02 ... -2.1479771e-02
  -2.1486610e-02 -2.1486253e-02]
 ...
 [-1.7546062e+00 -4.4910011e-01 -1.7759014e+00 ... -1.7759433e+00
  -1.7759399e+00 -1.7759426e+00]
 [-1.7911019e+00 -1.0713934e+00 -1.7882117e+00 ... -1.7880404e+00
  -1.7880526e+00 -1.7880466e+00]
 [-4.1047897e+00 -5.1024518e+00 -4.0766888e+00 ... -4.0767298e+00
  -4.0767107e+00 -4.0767174e+00]]"
DR4_SFH0_SI586,"[[10.736853   10.742714   10.795009   ... 10.527219   10.526415
  10.526415  ]
 [-2.5160437  -2.5060763  -2.4091573  ... -0.4208157  -0.4203167
  -0.42030722]
 [ 0.47642678  0.5443504   0.53521633 ...  0.6495296   0.6494511
   0.6494553 ]
 ...
 [-0.88657224 -1.3212326  -1.63377    ... -1.8365178  -1.8366776
  -1.8366854 ]
 [-0.46446836 -0.5693709  -0.65372914 ... -2.0346003  -2.0345824
  -2.0345538 ]
 [-4.6829844  -4.532523   -4.425517   ... -4.465025   -4.4647164
  -4.4647465 ]]"
DR4_SFH0_SX136,"[[12.915929   12.9618     12.973604   ... 10.156466   10.156262
  10.15625   ]
 [-2.5140805  -2.5939178  -2.7850792  ... -0.36432058 -0.36433116
  -0.36431614]
 [-0.5309191  -0.60824347 -1.0903314  ...  0.91189647  0.9120148
   0.9119932 ]
 ...
 [ 1.0188427   0.92001677  0.61609864 ... -1.6329904  -1.6329546
  -1.6329567 ]
 [-0.60243535 -0.6858264  -0.65239656 ... -0.55309623 -0.5532254
  -0.5532212 ]
 [-5.673369   -5.647679   -5.7727647  ... -4.0303407  -4.030142
  -4.0301437 ]]"
DR4_SFH0_SX226,"[[ 8.710379    8.710755    8.716703   ...  7.8961773   8.631056
   9.23946   ]
 [-0.83060193 -0.8308326  -0.83403534 ... -2.0827653  -2.2761903
  -2.3871212 ]
 [ 1.0990615   1.099183    1.1010487  ... -1.2075276  -1.05354
  -0.9452052 ]
 ...
 [-3.8175833  -3.8174863  -3.8160658  ... -1.9996067  -2.1142263
  -2.0771396 ]
 [-1.6975057  -1.6975152  -1.6978234  ...  1.2630768   0.8276923
   0.4258774 ]
 [-4.294219   -4.2943816  -4.296985   ... -6.575485   -6.511006
  -6.459152  ]]"
DR4_SFH0_SX316,"[[ 1.30954494e+01  1.31827145e+01  1.33070602e+01 ...  1.04963818e+01
   1.04952097e+01  1.04952936e+01]
 [-2.64330602e+00 -2.65709543e+00 -2.64309883e+00 ... -1.71853685e+00
  -1.71833026e+00 -1.71836448e+00]
 [-6.93717301e-02 -1.12888515e-02 -5.90041280e-03 ...  4.06021804e-01
   4.05589730e-01  4.05660510e-01]
 ...
 [ 8.17390084e-01  5.62442422e-01  4.25439715e-01 ... -2.05133724e+00
  -2.05177903e+00 -2.05173111e+00]
 [-5.81389189e-01 -6.87967718e-01 -6.96505666e-01 ... -9.51774418e-01
  -9.52669919e-01 -9.52640891e-01]
 [-5.27080202e+00 -5.16779423e+00 -5.16429901e+00 ... -5.33511209e+00
  -5.33417511e+00 -5.33421707e+00]]"
DR4_SFH0_SX406,"[[12.547556   12.37814    11.967424   ...  9.560235    9.560238
   9.560234  ]
 [-2.7577796  -2.8002377  -2.963678   ... -1.075732   -1.0757344
  -1.0757332 ]
 [-0.9045574  -1.2041062  -1.8019826  ...  0.45371655  0.4537214
   0.45372143]
 ...
 [-1.347079   -1.2473185  -0.79190964 ... -2.7199922  -2.7199998
  -2.7200036 ]
 [-2.2370102  -2.223463   -1.8376495  ... -2.1075475  -2.1075392
  -2.1075337 ]
 [-4.8811216  -4.777912   -4.9441395  ... -4.452286   -4.4522862
  -4.4522824 ]]"
DR4_SFH0_SX46,"[[12.944231   12.766195   12.400333   ... 10.3661     10.36652
  10.365098  ]
 [-3.2360377  -3.2625656  -3.3064823  ... -1.2933587  -1.2936633
  -1.2927258 ]
 [-0.95296955 -0.8858708  -0.7370438  ...  0.58672816  0.5865026
   0.58749634]
 ...
 [ 1.1855959   0.84883404  0.41717598 ... -2.2374115  -2.2372012
  -2.2376893 ]
 [-0.90582377 -1.1049184  -1.368145   ... -2.110755   -2.110694
  -2.1102033 ]
 [-5.8598166  -5.5149584  -5.0992436  ... -4.2849917  -4.285424
  -4.2841234 ]]"
DR4_SMC0_SA1,"[[12.934446    9.347813   12.973553   ... 10.175673    9.347676
   9.347332  ]
 [-2.6891882  -0.49297813 -2.6474662  ... -1.1861309  -0.49272153
  -0.4927674 ]
 [-0.21427149 -0.18389572 -0.24841818 ... -1.6913741  -0.18490306
  -0.1841913 ]
 ...
 [ 0.4764333  -1.9578997   0.23188852 ... -1.3189995  -1.9569997
  -1.9577768 ]
 [-0.26719072 -2.4887538  -0.14866814 ... -0.47137284 -2.488085
  -2.4887815 ]
 [-5.2513795  -4.0183554  -5.2337093  ... -5.128319   -4.0188675
  -4.0182652 ]]"
DR4_SMC0_SA2,"[[11.690393   11.553547   11.000367   ... 10.275114   10.275072
  10.276612  ]
 [-2.5572684  -2.5494006  -2.3231196  ... -1.1288215  -1.1288171
  -1.1293011 ]
 [-1.2564163  -1.3283566  -1.8684791  ... -0.14301288 -0.14302567
  -0.1422033 ]
 ...
 [ 0.6828622   0.23916632 -0.13477917 ... -2.4645612  -2.4645715
  -2.4637933 ]
 [-0.46116745 -0.28580555  0.22496346 ... -2.4392052  -2.4392328
  -2.4386683 ]
 [-5.6105547  -5.5437574  -5.6222706  ... -4.7130814  -4.7130537
  -4.7138414 ]]"
DR4_SMC0_SI1907,"[[11.551814   11.614689   11.571775   ... 10.170794   10.167256
  10.167025  ]
 [-2.1822696  -2.2430875  -2.0792413  ... -0.9587368  -0.9586308
  -0.95871794]
 [-1.4819703  -1.5018508  -1.5316323  ...  0.27558678  0.2774819
   0.2777926 ]
 ...
 [-0.15062383 -0.17377348 -0.20471542 ... -3.7560372  -3.7567663
  -3.7567194 ]
 [-0.7856351  -0.79194623 -0.78360856 ... -1.5523647  -1.5531089
  -1.5532081 ]
 [-4.4908066  -4.5149765  -4.5174465  ... -2.975308   -2.9734735
  -2.9733982 ]]"
DR4_SMC0_SI509,"[[ 1.2783705e+01  1.2742205e+01  1.2388451e+01 ...  1.0719448e+01
   1.0719494e+01  1.0719412e+01]
 [-2.6841748e+00 -2.6657248e+00 -2.6637349e+00 ... -1.3911026e+00
  -1.3910451e+00 -1.3910983e+00]
 [ 1.2105733e-02 -5.3600669e-03 -2.2536549e-01 ...  2.8231114e-01
   2.8223258e-01  2.8234297e-01]
 ...
 [-2.1870196e-01 -3.8169795e-01 -7.1015602e-01 ... -2.0402985e+00
  -2.0402038e+00 -2.0403366e+00]
 [-1.8582816e+00 -1.8805993e+00 -1.8977895e+00 ... -2.1769614e+00
  -2.1769676e+00 -2.1769686e+00]
 [-4.7787242e+00 -4.7408628e+00 -4.6425157e+00 ... -4.0579901e+00
  -4.0579948e+00 -4.0579605e+00]]"
DR4_SMC0_SI647,"[[ 1.2838751e+01  1.2888570e+01  1.3003571e+01 ...  1.0322937e+01
   9.9245968e+00  9.9247828e+00]
 [-2.5308921e+00 -2.5283942e+00 -2.5339069e+00 ... -2.4810576e+00
  -1.4111586e+00 -1.4112062e+00]
 [-2.4472001e-01 -2.0853463e-01 -1.7868286e-01 ... -1.2246864e+00
   2.6021320e-01  2.6031560e-01]
 ...
 [ 5.7972771e-01  4.5610794e-01  2.9999745e-01 ... -1.3634475e+00
  -2.4658000e+00 -2.4657559e+00]
 [ 8.2593314e-02  2.5349671e-02 -7.3655900e-03 ... -3.0320939e-01
  -1.9410427e+00 -1.9411230e+00]
 [-6.2080069e+00 -6.1666951e+00 -6.1566210e+00 ... -4.8585043e+00
  -3.8504105e+00 -3.8504207e+00]]"
DR4_SMC0_SX107,"[[12.73833    12.799097   12.930389   ...  9.473814    9.626034
   9.762861  ]
 [-2.6247694  -2.5659134  -2.496676   ...  0.9751647   0.9356074
   0.8460548 ]
 [-0.21569818 -0.21944535 -0.18084474 ... -1.7180822  -1.6719058
  -1.6555417 ]
 ...
 [ 0.31287542  0.1776531   0.03489606 ... -1.2820265  -1.3201935
  -1.3622794 ]
 [ 0.3699275   0.2670602   0.09452373 ... -0.21762964 -0.23147973
  -0.1716158 ]
 [-6.2364593  -6.163087   -6.0296946  ... -4.9008236  -4.911789
  -4.9405265 ]]"
DR4_SMC0_SX17,"[[ 8.796832    8.798578    8.800226   ...  8.735978    9.265504
   8.791704  ]
 [ 0.25474715  0.25527337  0.25561374 ...  1.1576914   0.4229942
   0.25242653]
 [-0.28268886 -0.28271627 -0.28266293 ... -1.6296608  -1.6581919
  -0.28463468]
 ...
 [-2.6619153  -2.6601043  -2.658694   ... -1.869931   -1.6216781
  -2.668526  ]
 [-1.6264082  -1.6258788  -1.6250452  ... -0.39595205  0.01492698
  -1.6259189 ]
 [-3.885919   -3.8872647  -3.8883505  ... -4.3545837  -4.756488
  -3.8830876 ]]"
DR4_SMC0_SX197,"[[13.182316   13.202845   11.126414   ... 11.126061   11.126046
  11.126135  ]
 [-2.6024776  -2.5931373  -0.71993333 ... -0.71962416 -0.7195793
  -0.7197127 ]
 [-0.5065146  -0.5685306   0.1158922  ...  0.11563377  0.11558746
   0.11567105]
 ...
 [ 0.35672498  0.34508651 -1.3864746  ... -1.3863184  -1.386291
  -1.3863704 ]
 [-0.3494503  -0.34297812 -1.3866484  ... -1.3866644  -1.3866719
  -1.3867095 ]
 [-6.0730405  -6.067453   -4.7434254  ... -4.7432985  -4.7432785
  -4.743313  ]]"
DR4_SMC0_SX287,"[[12.673002   12.829329   12.956123   ...  9.7438755   9.7439375
   9.744007  ]
 [-2.5125704  -2.5035906  -2.5859241  ...  4.277552    4.277257
   4.277221  ]
 [-0.1405634  -0.03537786  0.08816013 ...  0.30913252  0.30927655
   0.30929866]
 ...
 [ 2.8295643   2.5777922   2.4056206  ... -1.4378576  -1.4381282
  -1.4381566 ]
 [-0.4633296  -0.5130374  -0.5151029  ... -2.0270138  -2.0269682
  -2.0269449 ]
 [-6.034705   -5.9511986  -5.9170847  ... -3.3804817  -3.380543
  -3.3805995 ]]"
DR4_SMC0_SX377,"[[13.077391   13.117247   13.088917   ... 10.149395   10.149108
  10.1492    ]
 [-2.286027   -2.3382187  -2.3468509  ... -1.3074967  -1.3074594
  -1.3075415 ]
 [-0.09809685 -0.14735675 -0.3147785  ...  0.84224427  0.84201366
   0.84196746]
 ...
 [-0.30793735 -0.3375216  -0.25810966 ... -2.2049117  -2.2051048
  -2.2051644 ]
 [-0.41159284 -0.39882386 -0.3186521  ... -2.4581308  -2.4584205
  -2.4584522 ]
 [-4.988191   -5.0359535  -5.105027   ... -3.5938191  -3.5936954
  -3.5937514 ]]"
DR4_SMS0_SA1,"[[ 8.730559    8.825112   12.923399   ...  8.384811    8.679207
   8.67922   ]
 [-0.83280516 -0.8607863  -2.6574228  ... -1.98172    -0.8179847
  -0.8179927 ]
 [ 0.06495114  0.08719617  0.18901742 ... -0.89730054  0.05410033
   0.05411234]
 ...
 [-2.58453    -2.5805268  -0.44497865 ... -1.7601459  -2.591774
  -2.5917816 ]
 [-2.0082347  -1.9846399  -0.14099619 ...  0.9573597  -2.0214047
  -2.021398  ]
 [-3.8047183  -3.8384905  -4.7976027  ... -5.2751203  -3.7832458
  -3.7832484 ]]"
DR4_SMS0_SA2,"[[13.148157   13.160418   13.091103   ... 11.293846   11.293195
  11.293196  ]
 [-2.3485842  -2.3992503  -2.387925   ... -1.2612333  -1.2613647
  -1.2613539 ]
 [-0.9415925  -1.2828946  -1.5859488  ...  1.8110406   1.8107961
   1.8107895 ]
 ...
 [ 0.97019583  0.8183812   0.80051005 ... -1.7204621  -1.7207255
  -1.720712  ]
 [-0.6535707  -0.501111   -0.30696154 ... -2.321284   -2.321367
  -2.321381  ]
 [-5.7379017  -5.7940526  -5.928203   ... -4.660918   -4.660755
  -4.6607456 ]]"
DR4_SMS0_SI1433,"[[ 8.088121    8.1628895   8.079333   ...  8.694806    8.694929
   8.694801  ]
 [-3.4055715  -3.325912   -3.2365513  ... -1.1367733  -1.1368136
  -1.1367705 ]
 [ 0.20667219  0.42241895  0.6183902  ...  1.0790591   1.079006
   1.0790632 ]
 ...
 [-0.5074919  -0.9719982  -1.3781555  ... -2.194289   -2.1942315
  -2.1942902 ]
 [-0.6790181  -0.83344257 -1.0613866  ... -2.116728   -2.1167223
  -2.116726  ]
 [-4.7623315  -4.567457   -4.305047   ... -3.4621277  -3.4622302
  -3.4621234 ]]"
DR4_SMS0_SI2063,"[[11.841166   11.922886   11.835058   ... 10.287477   10.287298
  10.287294  ]
 [-2.146016   -2.1742415  -2.2155938  ... -1.0030354  -1.0029695
  -1.0029733 ]
 [-0.39514437 -0.49048668 -0.85938084 ... -0.01644143 -0.01629163
  -0.01629485]
 ...
 [ 0.74295783  0.5837072   0.6774987  ... -1.4845436  -1.4843731
  -1.4843706 ]
 [-1.4905846  -1.4364501  -1.2078912  ... -2.0708365  -2.0709393
  -2.0709367 ]
 [-5.815896   -5.7876368  -5.7896204  ... -4.8449097  -4.844554
  -4.844556  ]]"
DR4_SMS0_SI803,"[[ 8.984934    8.995449    8.7734     ...  8.764766    8.761586
   8.7613535 ]
 [-1.7574898  -1.7566863  -1.7637651  ...  0.37651962  0.37763757
   0.37772667]
 [-0.2902174  -0.34893766 -0.6210084  ...  0.1772766   0.17659658
   0.17653735]
 ...
 [ 3.6238413   3.6472285   3.9601293  ... -2.7989354  -2.8007498
  -2.8008971 ]
 [ 2.0164704   2.1123068   2.3583157  ... -2.775899   -2.7760801
  -2.776106  ]
 [-6.7244763  -6.7635717  -6.9067836  ... -3.8871663  -3.8849998
  -3.8848248 ]]"
DR4_SMS0_SX173,"[[11.253792   10.352197    9.114157   ...  9.007286    9.007275
   9.00728   ]
 [-2.8148384  -2.9355025  -2.8893857  ... -0.9186395  -0.91863436
  -0.91861814]
 [-0.3955366  -0.54726803 -0.96298563 ...  0.10374352  0.10375443
   0.10380962]
 ...
 [-0.08516213 -0.1487514   0.08623147 ... -3.6550155  -3.6550212
  -3.6550517 ]
 [-0.88647    -0.7713319  -0.69377625 ... -2.5022705  -2.5022788
  -2.5022779 ]
 [-5.304719   -5.14844    -4.9832406  ... -3.1836798  -3.1836624
  -3.183639  ]]"
DR4_SMS0_SX263,"[[ 1.2136724e+01  1.2153947e+01  1.2171263e+01 ...  1.0682436e+01
   1.0682576e+01  1.0682159e+01]
 [-2.4191170e+00 -2.5074520e+00 -2.6484089e+00 ...  1.4532934e+00
   1.4532120e+00  1.4532213e+00]
 [-8.3436191e-01 -1.0216448e+00 -1.1730163e+00 ... -2.5914210e-01
  -2.5914335e-01 -2.5908244e-01]
 ...
 [-8.9292824e-03 -8.3574951e-03 -9.8310828e-02 ... -1.6336517e+00
  -1.6336271e+00 -1.6337006e+00]
 [-9.3001223e-01 -8.1855673e-01 -8.0054224e-01 ... -1.6579313e+00
  -1.6578758e+00 -1.6580381e+00]
 [-5.1919899e+00 -5.2579460e+00 -5.2743316e+00 ... -4.5120564e+00
  -4.5121546e+00 -4.5117888e+00]]"
DR4_SMS0_SX353,"[[12.321469   12.24423    11.89493    ... 10.414071   10.41412
  10.41412   ]
 [-2.9975796  -3.0797222  -3.2458305  ... -0.6037686  -0.6038004
  -0.60379684]
 [-0.23982596 -0.56812507 -1.2043352  ...  0.9576834   0.95768166
   0.9576714 ]
 ...
 [-0.97953427 -0.9426816  -0.82528996 ... -2.9075341  -2.9075437
  -2.9075375 ]
 [-0.34119305 -0.41269928 -0.4650315  ... -1.8119497  -1.81193
  -1.8119352 ]
 [-6.294922   -6.3819394  -6.495493   ... -3.7555592  -3.7555938
  -3.7555957 ]]"
DR4_SMS0_SX443,"[[12.559421   12.492309   12.217423   ...  9.098416    9.098376
   9.098448  ]
 [-3.2359574  -3.3838978  -3.4451804  ... -0.56438667 -0.5643261
  -0.5643803 ]
 [-1.0781347  -1.4073739  -1.7584481  ...  0.1780732   0.17807174
   0.17807952]
 ...
 [ 0.13772154  0.02754188 -0.10122669 ... -3.58942    -3.5892487
  -3.5894132 ]
 [-0.38065124 -0.45963073 -0.5225161  ... -1.4092891  -1.40917
  -1.4093171 ]
 [-6.211063   -6.265238   -6.288779   ... -4.375269   -4.37529
  -4.3752584 ]]"
DR4_SMS0_SX83,"[[13.448548   13.558785   13.561923   ... 10.253283   10.253092
  10.253107  ]
 [-1.892555   -1.7167988  -1.6051402  ...  0.4533958   0.45336404
   0.45335054]
 [-0.2292746  -0.08701637 -0.20905182 ...  0.7184131   0.7184295
   0.7184324 ]
 ...
 [ 0.7590872   0.43782443  0.3023854  ... -0.9885169  -0.9886184
  -0.98862916]
 [-0.8387249  -0.9892163  -0.97605526 ... -1.6932633  -1.6933193
  -1.6933324 ]
 [-5.5885677  -5.4258223  -5.412535   ... -4.1319313  -4.1317124
  -4.131699  ]]"
DR4_SRG0_SA1,"[[ 1.0938594e+01  1.0879527e+01  1.0858192e+01 ...  1.0784935e+01
   1.0784794e+01  1.0784737e+01]
 [-6.3577449e-01 -6.1594975e-01 -6.0964155e-01 ... -5.9087646e-01
  -5.9113830e-01 -5.9110242e-01]
 [ 9.1904402e-03 -1.0750741e-02 -1.4759302e-02 ... -3.4117788e-02
  -3.3893704e-02 -3.3920735e-02]
 ...
 [-1.3561403e+00 -1.3666203e+00 -1.3698654e+00 ... -1.3786159e+00
  -1.3786864e+00 -1.3786807e+00]
 [-2.4570935e+00 -2.4717858e+00 -2.4783373e+00 ... -2.4949384e+00
  -2.4950340e+00 -2.4950564e+00]
 [-4.3482332e+00 -4.3334866e+00 -4.3259077e+00 ... -4.3064909e+00
  -4.3064051e+00 -4.3063812e+00]]"
DR4_SRG0_SA2,"[[13.393202   13.445977   13.494192   ... 11.357644   11.357657
  11.357695  ]
 [-2.643579   -2.639628   -2.6120074  ... -0.97935927 -0.97936666
  -0.9793823 ]
 [-1.0331932  -1.0264921  -1.0210859  ... -0.77620864 -0.77623117
  -0.7762579 ]
 ...
 [ 1.0726527   0.8661007   0.80967855 ... -1.5813713  -1.5813799
  -1.5813779 ]
 [-0.50203776 -0.53914523 -0.5546951  ... -1.788961   -1.788959
  -1.7889352 ]
 [-5.8739834  -5.8510323  -5.8405924  ... -4.9394116  -4.9394236
  -4.93946   ]]"
DR4_SRG0_SI1221,"[[ 1.32087936e+01  1.32433643e+01  1.33613167e+01 ...  1.18615303e+01
   1.18613024e+01  1.18612728e+01]
 [-1.51293445e+00 -1.53246701e+00 -1.53560519e+00 ... -8.93272758e-01
  -8.93242359e-01 -8.93342912e-01]
 [-5.28556705e-02  5.05810976e-03  2.07364857e-02 ...  4.82684016e-01
   4.82683539e-01  4.82698739e-01]
 ...
 [ 2.21094191e-01  1.23211324e-01  1.93405151e-03 ... -1.31135607e+00
  -1.31142974e+00 -1.31136632e+00]
 [-1.27618861e+00 -1.29102802e+00 -1.28237176e+00 ... -1.86960554e+00
  -1.86962390e+00 -1.86955082e+00]
 [-5.05113029e+00 -5.01859522e+00 -5.04199982e+00 ... -4.32134676e+00
  -4.32129049e+00 -4.32139015e+00]]"
DR4_SRG0_SI1851,"[[11.829929   11.817626   11.813562   ... 11.344509   11.344613
  11.344411  ]
 [-2.1408985  -2.180985   -2.1623483  ... -0.5213949  -0.521418
  -0.5213886 ]
 [-0.19569468 -0.13049084 -0.08521354 ...  0.50750184  0.50746334
   0.5075325 ]
 ...
 [-0.96235377 -1.0772004  -1.2111158  ... -1.377995   -1.3780272
  -1.3779421 ]
 [ 0.24348958  0.25890034  0.26928484 ... -1.950133   -1.9500127
  -1.9502296 ]
 [-4.2744217  -4.2590504  -4.2353997  ... -3.9419508  -3.9419947
  -3.9419353 ]]"
DR4_SRG0_SI591,"[[12.508793   12.600235   12.678064   ... 10.301157   10.301134
  10.301125  ]
 [-3.0398808  -3.0859268  -3.018612   ... -0.54283285 -0.5427238
  -0.54279125]
 [-0.436765   -0.38311166 -0.3563392  ...  0.67503345  0.675069
   0.6750604 ]
 ...
 [ 0.58213884  0.3941346  -0.05748108 ... -1.3399924  -1.339956
  -1.3399885 ]
 [-0.645309   -0.68484735 -0.70089215 ... -2.105771   -2.105837
  -2.105809  ]
 [-5.7528586  -5.7124186  -5.6217175  ... -3.743865   -3.743789
  -3.743814  ]]"
DR4_SRG0_SX141,"[[12.007145   11.816159   11.962156   ...  9.40725     9.407181
   9.407345  ]
 [-2.172421   -2.2041993  -2.2197287  ... -0.05519646 -0.05517
  -0.05523917]
 [-0.4369071  -0.5118438  -0.5052274  ...  0.14855035  0.1485182
   0.1485837 ]
 ...
 [ 0.10766673 -0.07856616 -0.20665067 ... -2.481275   -2.481287
  -2.481253  ]
 [-1.3406417  -1.2007862  -1.0823433  ... -2.6601667  -2.6601548
  -2.6601806 ]
 [-4.882486   -4.8470373  -4.975614   ... -3.586805   -3.5868058
  -3.5868182 ]]"
DR4_SRG0_SX231,"[[12.292904   12.412466   12.495932   ... 12.357152   11.316181
  11.316246  ]
 [-1.8704007  -1.882526   -1.850766   ... -0.8358041  -0.27568847
  -0.27566516]
 [-0.84417146 -0.73781234 -0.6539468  ... -1.8562955  -0.82997704
  -0.83021   ]
 ...
 [-0.30464536 -0.49363962 -0.5653793  ...  0.24736345 -0.8967727
  -0.89670295]
 [-1.2030658  -1.2449324  -1.2036941  ... -0.99913913 -2.1922026
  -2.1922781 ]
 [-5.3137307  -5.241903   -5.2279825  ... -5.4531617  -4.8015437
  -4.801543  ]]"
DR4_SRG0_SX321,"[[13.294579   13.353584   13.349716   ... 11.792471   11.787575
  11.7873125 ]
 [-2.7877455  -2.818632   -2.80965    ... -1.3839318  -1.3821517
  -1.3820419 ]
 [-0.66111904 -0.6357629  -0.63075125 ... -0.21150649 -0.20923388
  -0.20895474]
 ...
 [ 1.3122267   0.9805751   0.7337693  ... -0.8677973  -0.865839
  -0.86561006]
 [-1.6042328  -1.6899401  -1.7850106  ... -1.6958948  -1.6967468
  -1.696741  ]
 [-5.5595536  -5.459199   -5.3803854  ... -5.4085207  -5.405176
  -5.404948  ]]"
DR4_SRG0_SX411,"[[ 9.760536    9.0072365   8.308549   ...  9.379782    9.379831
   9.379765  ]
 [-1.3622867  -1.3976241  -1.3177304  ... -0.11433372 -0.11437135
  -0.11434039]
 [-1.775131   -1.6421208  -1.3894389  ...  0.42873397  0.4286238
   0.42863452]
 ...
 [-0.45406258 -0.77363485 -1.0002149  ... -2.1440167  -2.14398
  -2.1439905 ]
 [ 1.4853661   1.9721063   2.5225244  ... -2.4281528  -2.4281068
  -2.4281535 ]
 [-5.078766   -5.0432773  -4.953779   ... -3.5229092  -3.5230165
  -3.5229635 ]]"
