,start,stop,utterance,duration_s,phone_rate,sample_id
4,38140,48563,movies,0.6514375,1.535066679458889,DR5_GDP0_SX358
0,6570,15790,spherical,0.57625,1.7353579175704987,DR5_GDP0_SX448
1,15790,23857,gifts,0.5041875,1.983389116152225,DR5_GDP0_SX448
2,23857,25315,are,0.091125,10.973936899862826,DR5_GDP0_SX448
3,25315,33640,difficult,0.5203125,1.9219219219219221,DR5_GDP0_SX448
4,33640,36298,to,0.166125,6.019563581640331,DR5_GDP0_SX448
5,36298,42818,wrap,0.4075,2.4539877300613497,DR5_GDP0_SX448
0,3400,11918,flying,0.532375,1.878375205447288,DR5_GDP0_SX88
1,11918,23640,standby,0.732625,1.364954785872718,DR5_GDP0_SX88
2,23640,27654,can,0.250875,3.986048829098156,DR5_GDP0_SX88
3,27654,29354,be,0.10625,9.411764705882353,DR5_GDP0_SX88
4,29354,41560,practical,0.762875,1.3108307389808291,DR5_GDP0_SX88
5,47160,49282,if,0.132625,7.540056550424128,DR5_GDP0_SX88
6,49282,50841,you,0.0974375,10.262989095574087,DR5_GDP0_SX88
7,50841,54630,want,0.2368125,4.2227500659804695,DR5_GDP0_SX88
8,54630,55893,to,0.0789375,12.66825019794141,DR5_GDP0_SX88
9,55893,64280,save,0.5241875,1.9077143197806128,DR5_GDP0_SX88
10,65868,71364,money,0.3435,2.911208151382824,DR5_GDP0_SX88
0,3480,6851,she,0.2106875,4.746366063482646,DR5_GMB0_SA1
1,6851,11240,had,0.2743125,3.6454773296878558,DR5_GMB0_SA1
2,11240,12680,your,0.09,11.11111111111111,DR5_GMB0_SA1
3,12680,18715,dark,0.3771875,2.651201325600663,DR5_GMB0_SA1
4,18715,25483,suit,0.423,2.3640661938534278,DR5_GMB0_SA1
5,25483,27840,in,0.1473125,6.788290199406024,DR5_GMB0_SA1
6,27840,34924,greasy,0.44275,2.258610954263128,DR5_GMB0_SA1
7,35718,40760,wash,0.315125,3.173343911146371,DR5_GMB0_SA1
8,40760,46670,water,0.369375,2.707275803722504,DR5_GMB0_SA1
9,47381,51934,all,0.2845625,3.514166483637162,DR5_GMB0_SA1
10,51934,58120,year,0.386625,2.5864856126737794,DR5_GMB0_SA1
0,2680,6809,don't,0.2580625,3.8750302736740134,DR5_GMB0_SA2
1,6809,12120,ask,0.3319375,3.0126153266804745,DR5_GMB0_SA2
2,12120,14280,me,0.135,7.4074074074074066,DR5_GMB0_SA2
3,14280,15640,to,0.085,11.76470588235294,DR5_GMB0_SA2
4,15640,21221,carry,0.3488125,2.866869736606343,DR5_GMB0_SA2
5,21221,22809,an,0.09925,10.075566750629722,DR5_GMB0_SA2
6,22809,28741,oily,0.37075,2.6972353337828725,DR5_GMB0_SA2
7,28741,34924,rag,0.3864375,2.5877405790069545,DR5_GMB0_SA2
8,34924,39770,like,0.302875,3.30169211721007,DR5_GMB0_SA2
9,39770,47000,that,0.451875,2.213001383125864,DR5_GMB0_SA2
0,5305,15791,ironically,0.655375,1.525843982452794,DR5_GMB0_SI1145
1,15791,24120,enough,0.5205625,1.9209989194381076,DR5_GMB0_SI1145
2,25148,27738,in,0.161875,6.177606177606178,DR5_GMB0_SI1145
3,27738,31240,this,0.218875,4.568817818389492,DR5_GMB0_SI1145
4,31240,40680,instance,0.59,1.6949152542372883,DR5_GMB0_SI1145
5,38120,43560,such,0.34,2.941176470588235,DR5_GMB0_SI1145
6,43560,50913,personal,0.4595625,2.175982592139263,DR5_GMB0_SI1145
7,50913,60521,virtues,0.6005,1.665278934221482,DR5_GMB0_SI1145
8,61607,64156,were,0.1593125,6.276971361318164,DR5_GMB0_SI1145
9,64156,64838,a,0.042625,23.460410557184748,DR5_GMB0_SI1145
10,64838,74200,luxury,0.585125,1.7090365306558428,DR5_GMB0_SI1145
0,2280,3080,the,0.05,20.0,DR5_GMB0_SI1775
1,3080,7686,blue,0.287875,3.4737299174989147,DR5_GMB0_SI1775
2,7686,14704,rug,0.438625,2.279851809632374,DR5_GMB0_SI1775
3,14704,18920,was,0.2635,3.795066413662239,DR5_GMB0_SI1775
4,18920,30280,suspiciously,0.71,1.4084507042253522,DR5_GMB0_SI1775
5,30280,37160,bright,0.43,2.3255813953488373,DR5_GMB0_SI1775
6,37160,41800,and,0.29,3.4482758620689657,DR5_GMB0_SI1775
7,39320,46520,new,0.45,2.2222222222222223,DR5_GMB0_SI1775
0,2040,6976,little,0.3085,3.2414910858995136,DR5_GMB0_SI515
1,6976,15480,geeing,0.5315,1.8814675446848543,DR5_GMB0_SI515
2,15480,17880,and,0.15,6.666666666666667,DR5_GMB0_SI515
3,17880,26120,hawing,0.515,1.941747572815534,DR5_GMB0_SI515
4,26120,29577,have,0.2160625,4.628290425224183,DR5_GMB0_SI515
5,29577,33640,been,0.2539375,3.937976864385922,DR5_GMB0_SI515
6,31720,45000,necessary,0.83,1.2048192771084338,DR5_GMB0_SI515
0,2600,3960,the,0.085,11.76470588235294,DR5_GMB0_SX155
1,3960,9800,water,0.365,2.73972602739726,DR5_GMB0_SX155
2,9800,20840,contained,0.69,1.4492753623188408,DR5_GMB0_SX155
3,20840,24271,too,0.2144375,4.663363450888953,DR5_GMB0_SX155
4,24271,29368,much,0.3185625,3.1391014322150284,DR5_GMB0_SX155
5,29368,40520,chlorine,0.697,1.4347202295552368,DR5_GMB0_SX155
6,40520,45217,and,0.2935625,3.4064296359378328,DR5_GMB0_SX155
7,45217,47557,stung,0.14625,6.837606837606838,DR5_GMB0_SX155
8,47557,50920,his,0.2101875,4.757656853999405,DR5_GMB0_SX155
9,50920,60120,eyes,0.575,1.7391304347826089,DR5_GMB0_SX155
0,1960,5413,does,0.2158125,4.633651896901245,DR5_GMB0_SX245
1,5413,14036,hindu,0.5389375,1.855502725269628,DR5_GMB0_SX245
2,15373,29075,ideology,0.856375,1.1677127426653044,DR5_GMB0_SX245
3,30568,35240,honor,0.292,3.4246575342465757,DR5_GMB0_SX245
4,35240,47160,cows,0.745,1.342281879194631,DR5_GMB0_SX245
0,2200,9720,gus,0.47,2.127659574468085,DR5_GMB0_SX335
1,6680,11960,saw,0.33,3.0303030303030303,DR5_GMB0_SX335
2,11960,17629,pine,0.3543125,2.822367260539778,DR5_GMB0_SX335
3,17629,23800,trees,0.3856875,2.592772646248582,DR5_GMB0_SX335
4,23800,26276,and,0.15475,6.462035541195477,DR5_GMB0_SX335
5,26276,35640,redwoods,0.58525,1.7086715079026056,DR5_GMB0_SX335
6,35640,38200,on,0.16,6.25,DR5_GMB0_SX335
7,38200,40731,his,0.1581875,6.321612011062821,DR5_GMB0_SX335
8,40731,45800,walk,0.3168125,3.156441112645492,DR5_GMB0_SX335
9,45800,48520,through,0.17,5.88235294117647,DR5_GMB0_SX335
10,48520,57400,sequoia,0.555,1.8018018018018016,DR5_GMB0_SX335
11,57400,64680,national,0.455,2.1978021978021975,DR5_GMB0_SX335
12,64680,75320,forest,0.665,1.5037593984962405,DR5_GMB0_SX335
0,2040,10109,movies,0.5043125,1.982897508985004,DR5_GMB0_SX425
1,10485,14621,never,0.2585,3.8684719535783363,DR5_GMB0_SX425
2,14621,17838,have,0.2010625,4.973577867578489,DR5_GMB0_SX425
3,17838,23394,enough,0.34725,2.8797696184305255,DR5_GMB0_SX425
4,24440,35400,villains,0.685,1.4598540145985401,DR5_GMB0_SX425
0,2200,11362,challenge,0.572625,1.7463435931019426,DR5_GMB0_SX65
1,11362,17462,each,0.38125,2.6229508196721314,DR5_GMB0_SX65
2,17462,27000,general's,0.596125,1.6775005242189138,DR5_GMB0_SX65
3,27000,42520,intelligence,0.97,1.0309278350515465,DR5_GMB0_SX65
0,2120,5480,she,0.21,4.761904761904762,DR5_JXM0_SA1
1,5480,9720,had,0.265,3.773584905660377,DR5_JXM0_SA1
2,9720,11640,your,0.12,8.333333333333334,DR5_JXM0_SA1
3,11640,17462,dark,0.363875,2.7481964960494674,DR5_JXM0_SA1
4,17462,23018,suit,0.34725,2.8797696184305255,DR5_JXM0_SA1
5,23018,25023,in,0.1253125,7.980049875311721,DR5_JXM0_SA1
6,25023,32751,greasy,0.483,2.070393374741201,DR5_JXM0_SA1
7,32751,40229,wash,0.467375,2.13960952126237,DR5_JXM0_SA1
8,40229,45000,water,0.2981875,3.3535946342485854,DR5_JXM0_SA1
9,46333,49800,all,0.2166875,4.61494087107009,DR5_JXM0_SA1
10,49800,55320,year,0.345,2.8985507246376816,DR5_JXM0_SA1
0,3091,5472,don't,0.1488125,6.719865602687947,DR5_JXM0_SA2
1,5472,9441,ask,0.2480625,4.031242126480222,DR5_JXM0_SA2
2,9441,13960,me,0.2824375,3.5406063288338125,DR5_JXM0_SA2
3,13960,15160,to,0.075,13.333333333333334,DR5_JXM0_SA2
4,15160,22349,carry,0.4493125,2.225622478787036,DR5_JXM0_SA2
5,22892,24647,an,0.1096875,9.116809116809117,DR5_JXM0_SA2
6,24647,31164,oily,0.4073125,2.4551173852999844,DR5_JXM0_SA2
7,31164,39561,rag,0.5248125,1.9054424199118731,DR5_JXM0_SA2
8,39561,45000,like,0.3399375,2.9417172274315133,DR5_JXM0_SA2
9,45000,50460,that,0.34125,2.93040293040293,DR5_JXM0_SA2
0,2280,4600,their,0.145,6.8965517241379315,DR5_JXM0_SI1211
1,4600,14120,basis,0.595,1.680672268907563,DR5_JXM0_SI1211
2,11446,19174,seems,0.483,2.070393374741201,DR5_JXM0_SI1211
3,19174,26778,deeper,0.47525,2.1041557075223567,DR5_JXM0_SI1211
4,26778,31039,than,0.2663125,3.7549870922318704,DR5_JXM0_SI1211
5,31039,35634,mere,0.2871875,3.4820457018498367,DR5_JXM0_SI1211
6,38140,48277,authority,0.6335625,1.578376245437506,DR5_JXM0_SI1211
0,4440,10986,let's,0.409125,2.444240757714635,DR5_JXM0_SI1971
1,10986,15960,take,0.310875,3.216726980297547,DR5_JXM0_SI1971
2,15960,18046,'em,0.130375,7.6701821668264625,DR5_JXM0_SI1971
3,18046,25065,home,0.4386875,2.279526998147884,DR5_JXM0_SI1971
0,3720,9733,say,0.3758125,2.660901380342591,DR5_JXM0_SI581
1,9733,12699,he,0.185375,5.394470667565745,DR5_JXM0_SI581
2,12699,15160,is,0.1538125,6.501422186103211,DR5_JXM0_SI581
3,15160,16459,a,0.0811875,12.317167051578137,DR5_JXM0_SI581
4,16459,23840,horse,0.4613125,2.167727950142257,DR5_JXM0_SI581
5,23840,31240,thief,0.4625,2.162162162162162,DR5_JXM0_SI581
6,32840,39000,runs,0.385,2.5974025974025974,DR5_JXM0_SI581
7,39000,40684,an,0.10525,9.501187648456057,DR5_JXM0_SI581
8,40684,47953,old,0.4543125,2.2011280781400466,DR5_JXM0_SI581
9,47953,56642,adage,0.5430625,1.8414086776383933,DR5_JXM0_SI581
0,1963,3080,we,0.0698125,14.32408236347359,DR5_JXM0_SX131
1,3080,8600,plan,0.345,2.8985507246376816,DR5_JXM0_SX131
2,8600,10520,to,0.12,8.333333333333334,DR5_JXM0_SX131
3,10520,16919,build,0.3999375,2.5003906860446943,DR5_JXM0_SX131
4,16919,18520,a,0.1000625,9.993753903810118,DR5_JXM0_SX131
5,18520,23000,new,0.28,3.571428571428571,DR5_JXM0_SX131
6,23000,31960,beverage,0.56,1.7857142857142856,DR5_JXM0_SX131
7,31960,40760,plant,0.55,1.8181818181818181,DR5_JXM0_SX131
0,1960,7812,cory,0.36575,2.734107997265892,DR5_JXM0_SX221
1,7812,13827,attacked,0.3759375,2.660016625103907,DR5_JXM0_SX221
2,13827,14520,the,0.0433125,23.08802308802309,DR5_JXM0_SX221
3,14520,22433,project,0.4945625,2.0219891318084167,DR5_JXM0_SX221
4,22433,25608,with,0.1984375,5.039370078740157,DR5_JXM0_SX221
5,25608,31880,extra,0.392,2.5510204081632653,DR5_JXM0_SX221
6,31880,45293,determination,0.8383125,1.192872586296876,DR5_JXM0_SX221
0,2715,5240,my,0.1578125,6.336633663366337,DR5_JXM0_SX311
1,5240,16600,desires,0.71,1.4084507042253522,DR5_JXM0_SX311
2,16600,17320,are,0.045,22.22222222222222,DR5_JXM0_SX311
3,17320,25480,simple,0.51,1.9607843137254901,DR5_JXM0_SX311
4,29075,32334,give,0.2036875,4.90948143602332,DR5_JXM0_SX311
5,32334,34422,me,0.1305,7.662835249042145,DR5_JXM0_SX311
6,34422,38934,one,0.282,3.546099290780142,DR5_JXM0_SX311
7,38934,51320,informative,0.774125,1.2917810431131924,DR5_JXM0_SX311
8,51320,62342,paragraph,0.688875,1.4516421702050444,DR5_JXM0_SX311
9,62342,64347,on,0.1253125,7.980049875311721,DR5_JXM0_SX311
10,64347,65000,the,0.0408125,24.50229709035222,DR5_JXM0_SX311
11,65000,74206,subject,0.575375,1.7379969585053228,DR5_JXM0_SX311
0,2120,3400,the,0.08,12.5,DR5_JXM0_SX401
1,3400,18548,taxicab,0.94675,1.0562450488513335,DR5_JXM0_SX401
2,18548,22475,broke,0.2454375,4.0743570155334865,DR5_JXM0_SX401
3,22475,29400,down,0.4328125,2.3104693140794224,DR5_JXM0_SX401
4,29400,31880,and,0.155,6.451612903225807,DR5_JXM0_SX401
5,31880,39960,caused,0.505,1.9801980198019802,DR5_JXM0_SX401
6,39960,48400,traffic,0.5275,1.8957345971563981,DR5_JXM0_SX401
7,48400,54760,jam,0.3975,2.5157232704402515,DR5_JXM0_SX401
0,2046,12282,etiquette,0.63975,1.5631105900742477,DR5_JXM0_SX41
1,15164,25720,mandates,0.65975,1.5157256536566883,DR5_JXM0_SX41
2,25720,38099,compliance,0.7736875,1.2925115114306487,DR5_JXM0_SX41
3,38099,42280,with,0.2613125,3.8268356852427647,DR5_JXM0_SX41
4,42280,53321,existing,0.6900625,1.4491440992663707,DR5_JXM0_SX41
5,53321,68318,regulations,0.9373125,1.0668800426752016,DR5_JXM0_SX41
0,2240,5080,she,0.1775,5.633802816901409,DR5_KKH0_SA1
1,5080,9733,had,0.2908125,3.4386417365140773,DR5_KKH0_SA1
2,9733,11480,your,0.1091875,9.158557527189467,DR5_KKH0_SA1
3,11480,17127,dark,0.3529375,2.8333628475296617,DR5_KKH0_SA1
4,17127,23268,suit,0.3838125,2.605438853606904,DR5_KKH0_SA1
5,23268,26444,in,0.1985,5.037783375314861,DR5_KKH0_SA1
6,26444,32960,greasy,0.40725,2.4554941682013505,DR5_KKH0_SA1
7,32960,39100,wash,0.38375,2.6058631921824107,DR5_KKH0_SA1
8,39439,44343,water,0.3065,3.2626427406199023,DR5_KKH0_SA1
9,45720,48600,all,0.18,5.555555555555555,DR5_KKH0_SA1
10,48600,53080,year,0.28,3.571428571428571,DR5_KKH0_SA1
0,3220,5597,don't,0.1485625,6.731173748422382,DR5_KKH0_SA2
1,5597,10083,ask,0.280375,3.566651805617477,DR5_KKH0_SA2
2,10083,11600,me,0.0948125,10.547132498352012,DR5_KKH0_SA2
3,11600,13040,to,0.09,11.11111111111111,DR5_KKH0_SA2
4,13040,19425,carry,0.3990625,2.505873140172279,DR5_KKH0_SA2
5,19425,20840,an,0.0884375,11.307420494699647,DR5_KKH0_SA2
6,20840,26569,oily,0.3580625,2.79280851806598,DR5_KKH0_SA2
7,26569,33010,rag,0.4025625,2.4840863219996896,DR5_KKH0_SA2
8,33010,35550,like,0.15875,6.299212598425196,DR5_KKH0_SA2
9,35550,42569,that,0.4386875,2.279526998147884,DR5_KKH0_SA2
0,2320,4840,one,0.1575,6.349206349206349,DR5_KKH0_SI1290
1,4840,7480,of,0.165,6.0606060606060606,DR5_KKH0_SI1290
2,7480,12260,these,0.29875,3.3472803347280333,DR5_KKH0_SI1290
3,12260,14287,is,0.1266875,7.893438579181055,DR5_KKH0_SI1290
4,14287,15970,the,0.1051875,9.506833036244801,DR5_KKH0_SI1290
5,15970,29994,solidarity,0.8765,1.140901312036509,DR5_KKH0_SI1290
6,31405,33228,and,0.1139375,8.776741634668129,DR5_KKH0_SI1290
7,33228,33880,the,0.04075,24.539877300613497,DR5_KKH0_SI1290
8,33880,45713,confidential,0.7395625,1.3521507648102764,DR5_KKH0_SI1290
9,45713,58880,relationship,0.8229375,1.215159109895952,DR5_KKH0_SI1290
10,58880,60981,of,0.1313125,7.615421227986673,DR5_KKH0_SI1290
11,60981,69976,marriage,0.5621875,1.7787659811006116,DR5_KKH0_SI1290
0,3040,8062,lips,0.313875,3.1859816806053365,DR5_KKH0_SI1920
1,8062,15800,pursed,0.483625,2.067717756526234,DR5_KKH0_SI1920
2,15800,26600,mournfully,0.675,1.4814814814814814,DR5_KKH0_SI1920
3,26600,29040,he,0.1525,6.557377049180328,DR5_KKH0_SI1920
4,29040,36310,stared,0.454375,2.2008253094910595,DR5_KKH0_SI1920
5,36310,40952,down,0.290125,3.4467901766479963,DR5_KKH0_SI1920
6,40952,42920,at,0.123,8.130081300813009,DR5_KKH0_SI1920
7,42920,46498,its,0.223625,4.471771939631079,DR5_KKH0_SI1920
8,46498,56350,crazily,0.61575,1.6240357287860332,DR5_KKH0_SI1920
9,56350,65755,sagging,0.5878125,1.701222753854333,DR5_KKH0_SI1920
10,65755,69571,left,0.2385,4.1928721174004195,DR5_KKH0_SI1920
11,69571,78145,side,0.535875,1.866106834616282,DR5_KKH0_SI1920
0,2040,12657,historical,0.6635625,1.5070170481303569,DR5_KKH0_SI660
1,12657,23540,existence,0.6801875,1.4701828539924655,DR5_KKH0_SI660
2,23540,26070,is,0.158125,6.32411067193676,DR5_KKH0_SI660
3,26070,26920,a,0.053125,18.823529411764707,DR5_KKH0_SI660
4,26920,36380,created,0.59125,1.6913319238900633,DR5_KKH0_SI660
5,36380,41232,good,0.30325,3.297609233305853,DR5_KKH0_SI660
0,2180,3160,the,0.06125,16.3265306122449,DR5_KKH0_SX120
1,3160,14168,coyote,0.688,1.4534883720930234,DR5_KKH0_SX120
2,14960,24554,bobcat,0.599625,1.6677089847821556,DR5_KKH0_SX120
3,24554,26120,and,0.097875,10.217113665389528,DR5_KKH0_SX120
4,26120,33882,hyena,0.485125,2.061324400927596,DR5_KKH0_SX120
5,35685,36840,are,0.0721875,13.852813852813853,DR5_KKH0_SX120
6,36840,42412,wild,0.34825,2.8715003589375447,DR5_KKH0_SX120
7,42412,51640,animals,0.57675,1.7338534893801474,DR5_KKH0_SX120
0,2300,7520,jeff's,0.32625,3.0651340996168583,DR5_KKH0_SX210
1,7520,11697,toy,0.2610625,3.830500359109409,DR5_KKH0_SX210
2,11697,15200,go,0.2189375,4.567513559805881,DR5_KKH0_SX210
3,15200,21124,cart,0.37025,2.7008777852802157,DR5_KKH0_SX210
4,21124,25670,never,0.284125,3.519577650681918,DR5_KKH0_SX210
5,25670,32040,worked,0.398125,2.511773940345369,DR5_KKH0_SX210
0,2190,4520,get,0.145625,6.866952789699571,DR5_KKH0_SX30
1,4520,5320,a,0.05,20.0,DR5_KKH0_SX30
2,5320,14160,calico,0.5525,1.8099547511312217,DR5_KKH0_SX30
3,14160,20970,cat,0.425625,2.3494860499265786,DR5_KKH0_SX30
4,20970,22040,to,0.066875,14.953271028037383,DR5_KKH0_SX30
5,22040,28872,keep,0.427,2.34192037470726,DR5_KKH0_SX30
0,3520,12000,amoebas,0.53,1.8867924528301885,DR5_KKH0_SX300
1,12000,17820,change,0.36375,2.7491408934707904,DR5_KKH0_SX300
2,17820,24680,shape,0.42875,2.332361516034985,DR5_KKH0_SX300
3,24680,35160,constantly,0.655,1.5267175572519083,DR5_KKH0_SX300
0,3880,5520,he,0.1025,9.75609756097561,DR5_KKH0_SX390
1,5520,10340,picked,0.30125,3.3195020746887964,DR5_KKH0_SX390
2,10340,13222,up,0.180125,5.551700208188757,DR5_KKH0_SX390
3,13222,18530,nine,0.33175,3.014318010550113,DR5_KKH0_SX390
4,18530,24605,pairs,0.3796875,2.633744855967078,DR5_KKH0_SX390
5,24605,25357,of,0.047,21.27659574468085,DR5_KKH0_SX390
6,25357,33600,socks,0.5151875,1.9410408831736017,DR5_KKH0_SX390
7,33600,36694,for,0.193375,5.171299288946348,DR5_KKH0_SX390
8,36694,40170,each,0.21725,4.602991944764097,DR5_KKH0_SX390
9,40170,45800,brother,0.351875,2.841918294849023,DR5_KKH0_SX390
0,10720,14328,she,0.2255,4.434589800443459,DR5_LJA0_SA1
1,14328,18177,had,0.2405625,4.156923876331515,DR5_LJA0_SA1
2,18177,20408,your,0.1394375,7.171671896010758,DR5_LJA0_SA1
3,20408,25920,dark,0.3445,2.902757619738752,DR5_LJA0_SA1
4,25920,31714,suit,0.362125,2.7614773904038663,DR5_LJA0_SA1
5,31714,34560,in,0.177875,5.621925509486999,DR5_LJA0_SA1
6,34560,41664,greasy,0.444,2.2522522522522523,DR5_LJA0_SA1
7,41664,47223,wash,0.3474375,2.8782155063860406,DR5_LJA0_SA1
8,48080,52693,water,0.2883125,3.468458703663559,DR5_LJA0_SA1
9,52693,55868,all,0.1984375,5.039370078740157,DR5_LJA0_SA1
10,55868,60991,year,0.3201875,3.123170017567831,DR5_LJA0_SA1
0,3370,6440,don't,0.191875,5.211726384364821,DR5_LJA0_SA2
1,6440,11530,ask,0.318125,3.1434184675834973,DR5_LJA0_SA2
2,11530,13543,me,0.1258125,7.948335817188276,DR5_LJA0_SA2
3,13543,15480,to,0.1210625,8.260196179659268,DR5_LJA0_SA2
4,15480,22789,carry,0.4568125,2.1890819537556436,DR5_LJA0_SA2
5,24245,25861,an,0.101,9.900990099009901,DR5_LJA0_SA2
6,25861,35267,oily,0.587875,1.7010418881564957,DR5_LJA0_SA2
7,35267,41650,rag,0.3989375,2.506658311138963,DR5_LJA0_SA2
8,41650,45360,like,0.231875,4.3126684636118595,DR5_LJA0_SA2
9,45360,52020,that,0.41625,2.4024024024024024,DR5_LJA0_SA2
0,2330,3740,the,0.088125,11.347517730496454,DR5_LJA0_SI1078
1,3740,11195,smell,0.4659375,2.1462105969148224,DR5_LJA0_SI1078
2,11195,15100,is,0.2440625,4.097311139564661,DR5_LJA0_SI1078
3,15100,24800,sexual,0.60625,1.6494845360824744,DR5_LJA0_SI1078
4,28176,29750,but,0.098375,10.165184243964422,DR5_LJA0_SI1078
5,29750,33314,so,0.22275,4.489337822671156,DR5_LJA0_SI1078
6,33314,43196,powerfully,0.617625,1.6191054442420563,DR5_LJA0_SI1078
7,43196,51400,so,0.51275,1.9502681618722573,DR5_LJA0_SI1078
8,60040,61640,that,0.1,10.0,DR5_LJA0_SI1078
9,61640,62820,a,0.07375,13.559322033898306,DR5_LJA0_SI1078
10,62820,74435,civilized,0.7259375,1.3775290572535515,DR5_LJA0_SI1078
11,74435,79770,nose,0.3334375,2.999062792877226,DR5_LJA0_SI1078
12,80240,84870,must,0.289375,3.4557235421166306,DR5_LJA0_SI1078
13,84870,91113,deny,0.3901875,2.562870414864648,DR5_LJA0_SI1078
14,91113,94118,it,0.1878125,5.324459234608986,DR5_LJA0_SI1078
0,2141,5920,me,0.2361875,4.2339243186028055,DR5_LJA0_SI1708
1,5920,8640,he,0.17,5.88235294117647,DR5_LJA0_SI1708
2,8640,14120,said,0.3425,2.9197080291970803,DR5_LJA0_SI1708
3,14120,22040,merrily,0.495,2.0202020202020203,DR5_LJA0_SI1708
0,2520,4600,i've,0.13,7.692307692307692,DR5_LJA0_SI2338
1,4600,8300,got,0.23125,4.324324324324324,DR5_LJA0_SI2338
2,8300,9905,to,0.1003125,9.968847352024921,DR5_LJA0_SI2338
3,9905,15000,bathe,0.3184375,3.140333660451423,DR5_LJA0_SI2338
4,15399,18360,my,0.1850625,5.403579871664978,DR5_LJA0_SI2338
5,18360,25320,feet,0.435,2.2988505747126435,DR5_LJA0_SI2338
0,2290,5514,she,0.2015,4.962779156327543,DR5_LJA0_SX178
1,5514,15534,encouraged,0.62625,1.596806387225549,DR5_LJA0_SX178
2,15534,16920,her,0.086625,11.544011544011545,DR5_LJA0_SX178
3,16920,24960,children,0.5025,1.9900497512437814,DR5_LJA0_SX178
4,24960,27560,to,0.1625,6.153846153846153,DR5_LJA0_SX178
5,27560,32752,make,0.3245,3.081664098613251,DR5_LJA0_SX178
6,32752,35640,their,0.1805,5.54016620498615,DR5_LJA0_SX178
7,35640,39571,own,0.2456875,4.070211142203002,DR5_LJA0_SX178
8,39571,47831,halloween,0.51625,1.937046004842615,DR5_LJA0_SX178
9,47831,62315,costumes,0.90525,1.1046672190002762,DR5_LJA0_SX178
0,2250,3550,the,0.08125,12.307692307692307,DR5_LJA0_SX268
1,3550,9857,jaw,0.3941875,2.5368638021246235,DR5_LJA0_SX268
2,11595,19950,operates,0.5221875,1.9150209455415919,DR5_LJA0_SX268
3,19950,22840,by,0.180625,5.536332179930795,DR5_LJA0_SX268
4,22840,29710,using,0.429375,2.328966521106259,DR5_LJA0_SX268
5,29710,47396,antagonistic,1.105375,0.9046703607373063,DR5_LJA0_SX268
6,47396,58180,muscles,0.674,1.4836795252225519,DR5_LJA0_SX268
0,2250,8981,george,0.4206875,2.377061357896301,DR5_LJA0_SX358
1,8981,18352,seldom,0.5856875,1.7073951552662467,DR5_LJA0_SX358
2,18352,26830,watches,0.529875,1.887237556027365,DR5_LJA0_SX358
3,26830,35957,daytime,0.5704375,1.7530404294949051,DR5_LJA0_SX358
4,33629,45250,movies,0.7263125,1.3768178297908957,DR5_LJA0_SX358
0,8627,18798,spherical,0.6356875,1.573099990168125,DR5_LJA0_SX448
1,18798,25628,gifts,0.426875,2.342606149341142,DR5_LJA0_SX448
2,25628,27240,are,0.10075,9.925558312655086,DR5_LJA0_SX448
3,27240,35130,difficult,0.493125,2.0278833967046896,DR5_LJA0_SX448
4,35130,38093,to,0.1851875,5.3999325008437395,DR5_LJA0_SX448
5,38093,44379,wrap,0.392875,2.5453388482341714,DR5_LJA0_SX448
0,2120,7050,flying,0.308125,3.245436105476674,DR5_LJA0_SX88
1,7050,17320,standby,0.641875,1.557935735150925,DR5_LJA0_SX88
2,17320,20861,can,0.2213125,4.518497599548151,DR5_LJA0_SX88
3,20861,22490,be,0.1018125,9.821976672805402,DR5_LJA0_SX88
4,22490,32198,practical,0.60675,1.6481252575195715,DR5_LJA0_SX88
5,32198,35719,if,0.2200625,4.544163589889236,DR5_LJA0_SX88
6,35719,36920,you,0.0750625,13.322231473771856,DR5_LJA0_SX88
7,36920,40660,want,0.23375,4.27807486631016,DR5_LJA0_SX88
8,40660,42490,to,0.114375,8.743169398907103,DR5_LJA0_SX88
9,42490,47722,save,0.327,3.058103975535168,DR5_LJA0_SX88
10,47953,54023,money,0.379375,2.6359143327841843,DR5_LJA0_SX88
0,2436,5765,she,0.2080625,4.806248122559327,DR5_LJG0_SA1
1,5765,9840,had,0.2546875,3.9263803680981595,DR5_LJG0_SA1
2,9840,12030,your,0.136875,7.305936073059361,DR5_LJG0_SA1
3,12030,17253,dark,0.3264375,3.0633735401110473,DR5_LJG0_SA1
4,17253,23355,suit,0.381375,2.6220911176663386,DR5_LJG0_SA1
5,23355,24760,in,0.0878125,11.387900355871887,DR5_LJG0_SA1
6,24760,30955,greasy,0.3871875,2.58272800645682,DR5_LJG0_SA1
7,30955,37619,wash,0.4165,2.4009603841536618,DR5_LJG0_SA1
8,38774,43099,water,0.2703125,3.699421965317919,DR5_LJG0_SA1
9,44889,48571,all,0.230125,4.345464421510049,DR5_LJG0_SA1
10,48571,54200,year,0.3518125,2.842423165748801,DR5_LJG0_SA1
0,1960,6224,don't,0.2665,3.7523452157598496,DR5_LJG0_SA2
1,6224,11514,ask,0.330625,3.0245746691871456,DR5_LJG0_SA2
2,11514,13760,me,0.140375,7.123775601068567,DR5_LJG0_SA2
3,13760,15320,to,0.0975,10.256410256410255,DR5_LJG0_SA2
4,15320,22308,carry,0.43675,2.289639381797367,DR5_LJG0_SA2
5,22308,23770,an,0.091375,10.943912448700411,DR5_LJG0_SA2
6,23770,30370,oily,0.4125,2.4242424242424243,DR5_LJG0_SA2
